12,Oct 8 deadline set for Zimbabwe Cricket to reinstate governing body,The ICC has set October 8 as the deadline for Zimbabwe Cricket (ZC) to reinstate its governing body that was elected by the government on June 14. ZC currently stands suspended and all funding from ICC has been stopped after it was found guilty by the ICC of political interference. Zimbabwe can lose membership if the deadline is not met.,Cricket Country,https://www.cricketcountry.com/news/icc-sets-october-8-as-deadline-for-zimbabwe-cricket-to-reinstate-governing-body-871861?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13,Facebook fined $100 mn by US SEC over Cambridge Analytica scandal,"Facebook was fined $100 million by the US Securities and Exchange Commission (SEC) over misleading investors about the risks it faced from misuse of user data, particularly related to the Cambridge Analytica scandal. British political consultancy firm Cambridge Analytica had accessed 87 million users' data in 2014-15. Notably, Facebook was also fined a record $5 billion by the US FTC.",Engadget,https://www.engadget.com/2019/07/24/facebook-sec-settlement/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
14,"Happiest while vacating office, worked sincerely: Kumaraswamy","Karnataka caretaker CM HD Kumaraswamy said that he is the ""happiest"" person while vacating the office as he worked sincerely despite several kinds of disturbances. He added that he worked to uplift the state in the last 14 months. HD Kumaraswamy on Tuesday resigned as Karnataka Chief Minister after losing the trust vote in the Assembly.",India.com,https://www.india.com/news/india/outgoing-karnataka-cm-hd-kumaraswamy-says-he-is-happy-to-have-got-opportunity-to-serve-people-3726561/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
15,"Kejriwal revengeful, hampering CCTV fitting: AAP MLA Lamba","AAP MLA Alka Lamba accused Delhi CM Arvind Kejriwal of working with the intent to take revenge by hampering the CCTV installation work in her constituency. She added that this is affecting people's lives in her constituency and she won't let them be a victim of AAP's ""vendetta politics"". She said, she isn't afraid to fight for the people's rights.",ANI,https://www.aninews.in/news/national/politics/kejriwal-working-with-the-intent-to-take-revenge-alka-lamba20190724221117/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
16,Telangana BJP launches 'BJP4TS' app as part of membership drive,"Telangana BJP has launched an app named ""BJP4TS"" as part of the membership drive in the state, party leader Bandaru Dattatreya said. He added that ""primary members"" can register themselves and become ""active members"" of the party through this app. Dattatreya said, if any active member provides 50 memberships through the app, then they'll be offered posts by the party.",ANI,https://www.aninews.in/news/national/politics/telangana-bjp-launches-bjp4ts-app-as-part-of-membership-drive20190725023153/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17,"Cong equates BJP with 'Bakasur', calls it power-hungry party","Maharashtra Congress President Balasaheb Thorat on Wednesday likened BJP with 'Bakasur', a mythological demon who always remained hungry. Thorat said this after the reports of BJP eyeing Madhya Pradesh after Karnataka came out. ""Wherever there is opposition government in states, they are trying to destabilise them. BJP is such a power-hungry party,"" he said.",ANI,https://www.aninews.in/news/national/politics/mp-cong-equates-bjp-with-mythological-demon-bakasur-calls-it-power-hungry-party20190724193121/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18,WeWork looking to go public as early as September: Report,"Co-working space startup WeWork is reportedly looking to go public as early as September, earlier than previously assumed, and is expected to make its IPO paperwork public in August. The startup is also reportedly looking to raise $5-6 billion through a bond offering before the IPO. Founded in 2010, the SoftBank-backed startup was valued at $47 billion in January.",Reuters,https://www.reuters.com/article/us-wework-ipo/wework-looking-to-go-public-as-early-as-september-source-idUSKCN1UJ001?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
19,26 million-year-old species of vine snake found in Western Ghats,"Researchers have discovered a new vine snake species, believed to have evolved around 26 million years ago, in the southern Western Ghats. The species, 'Proahaetulla antiqua', was first discovered in 2011 and looked similar to 'Ahaetulla dispar', a small-sized vine snake with similar morphological characters. The new species faces no major extinction threats at the moment, researchers revealed.",Research Matters,https://researchmatters.in/news/researchers-discover-new-species-vine-snake-western-ghats-dates-back-26-million-years?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
20,LeT militant carrying ₹5 lakh reward arrested in J&K,"In a joint operation, police and 26 Rashtriya Rifles arrested a Lashkar-e-Taiba (LeT) militant carrying ₹5 lakh reward on his head in Jammu and Kashmir. The police said, the militant had previously been injured in an encounter with the Army and was on the run since then. The police recovered an AK series rifle and a magazine from his possession.",The New Indian Express,http://www.newindianexpress.com/nation/2019/jul/24/let-terrorist-carrying-rs-5-lakh-reward-arrested-in-jammu-and-kashmirs-doda-district-2008814.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
21,6 arrested for illegal mining of coloured stones in Andhra,"Six persons were arrested by the forest department officials in connection with illegal mining of coloured stones in Andhra Pradesh's Visakhapatnam, police said. The police seized two crowbars, few nets for filtration and 21 coloured stones weighing 7.6 grams from their possession. A country-made weapon along with two bows and three arrows were also seized, the police added.",ANI,https://www.aninews.in/news/national/general-news/andhra-6-held-in-connection-with-illegal-mining-of-coloured-stones20190724225705/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
22,All schools in Bihar to remain shut as flood situation worsens,"The Darbhanga District Magistrate Thiyagrajan SM has said that all schools will remain closed until further orders as the flood situation in Bihar worsened due to heavy rains in neighbouring Nepal. The order comes after at least 106 people have lost their lives in the floods. As per reports, over eight million people have been affected by the Bihar floods.",India.com,https://www.india.com/news/india/bihar-floods-all-schools-to-remain-shut-until-further-notice-as-situation-worsens-3726400/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
23,Boeing posts its biggest-ever quarterly loss of $2.9 billion,"Boeing reported its biggest-ever quarterly loss of $2.9 billion for the June quarter, affected by lower plane deliveries due to worldwide 737 MAX groundings after two crashes killed 346 people. Boeing had a $2.2-billion profit in the year-ago period. Its revenue fell 35.1% to $15.8 billion, reduced by a $5.6-billion charge it took to compensate MAX customers.",Times Now,https://www.timesnownews.com/business-economy/companies/article/boeing-reports-2-9-billion-loss-in-second-quarter-biggest-quarterly-loss-ever/458529?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
24,"Woman can stick magnet on back, says surgeons left metal item in body",A woman from Turkey said she is able to stick a magnet to her back after surgeons allegedly left a metal object inside her. She underwent surgery in 2013 to repair the slipped disks on her lower back at a hospital. She said University Medicine Faculty's Forensic Medicine department found a nine-centimetre-long metal item in her lower back.,Times Now,https://www.timesnownews.com/the-buzz/article/woman-sticks-magnet-to-her-back-in-attempt-to-prove-surgeons-left-metal-object-inside-her/458568?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
25,"Video blogger eats poisonous centipedes, geckos on live stream; dies","A 35-year-old Chinese video blogger died during a live stream after eating poisonous centipedes, geckos, mealworms, and drinking alcohol. He was found without vital signs in his apartment with his laptop in live-streaming mode. In his videos, he used to spin a wheel marked with items like centipedes, geckos, vinegar and eggs, and consume items at which the marker stopped.",Times Now,https://www.timesnownews.com/the-buzz/article/chinese-vlogger-dies-during-live-stream-after-eating-poisonous-centipedes-and-geckos/458445?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
26,WC loss difficult to digest as we didn't make many mistakes: Kohli,"India captain Virat Kohli has said that 2019 World Cup semi-final defeat is very difficult to digest as Team India didn't make many mistakes to be knocked out. He added that acceptance becomes difficult as New Zealand outplayed them. ""The worst setbacks have not only motivated me but also improved me as a person,"" he further said about the defeat.",CricTracker,https://www.crictracker.com/virat-kohli-opens-up-on-his-feelings-after-losing-the-world-cup-semi-final/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
27,"Surprised not to see Shubman, Rahane in ODI squad: Sourav Ganguly","Ex-India captain Sourav Ganguly has said he was surprised not to see Shubman Gill and Ajinkya Rahane in India's ODI squad for West Indies tour. He suggested that players like Rahane and Shubman can play all formats. ""Time has come for Indian selectors to pick same players in all formats of the game for rhythm and confidence,"" he added.",CricTracker,https://www.crictracker.com/sourav-ganguly-perplexed-with-shubman-gill-ajinkya-rahanes-omission-from-odi-squad-against-windies/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
28,Harsha praises Shubman for expressing disappointment at not being picked,"Commentator Harsha Bhogle has praised 19-year-old batsman Shubman Gill for expressing his disappointment at not being picked for at least one of the squads for India's tour of West Indies. ""Shows hunger & ambition. Now he must channelise this positively by scoring more & not allow those who seed negative thoughts anywhere near him,"" Bhogle wrote.",Twitter,https://twitter.com/bhogleharsha/status/1153901592401207296?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
29,Tokyo 2020 Olympic medals made from recycled e-waste unveiled,"The medals for Tokyo 2020 Olympics were unveiled on Wednesday with exactly one year to go until the next year's Games. The medals are 85 millimetres in diameter and feature Greek goddess of victory Nike in their design along with the Olympic symbol. Further, the medals are made from recycled metals, collected from 6.21 million electronic devices donated across Japan.",The Guardian,https://www.theguardian.com/sport/video/2019/jul/24/tokyo-2020-medals-unveiled-with-one-year-until-olympic-games-video?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
30,"Bail lands on top of stump as batsman gets bowled, Sachin asks out or not","Sachin Tendulkar shared a video of a batsman surviving getting bowled after the right-hand bail jumped out of its groove and sat on top of the right stump, while the left-hand bail remained intact. ""Found it very unusual! What would your decision be if you were the umpire?"" Sachin tweeted. ""Batsman arrested but released on bail,"" a user tweeted.",Hindustan Times,https://www.hindustantimes.com/cricket/sachin-tendulkar-asks-fans-for-solution-to-this-unusual-cricket-incident-watch/story-p8bz37uK8JDAZuD9kAIA9M.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
31,19-yr-old Hungarian breaks Phelps' 200m butterfly record by 0.78 sec,"Hungary's 19-year-old swimmer Kristof Milak broke the men's 200m butterfly world record after winning the event in 1:50.73 seconds at FINA world championships in South Korea's Gwangju. The previous record was set by 23-time Olympic gold medallist Michael Phelps, who had clocked a timing of 1:51.51 seconds in 2009. ""It's a tremendous honour,"" Milak said after setting the record.",Olympic Channel,https://www.olympicchannel.com/en/stories/news/detail/kristof-milak-breaks-michael-phelps-record-200m-freestyle/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
32,Sarfaraz shouldn't be Pakistan captain in any format: Shoaib Akhtar,"Ex-Pakistan fast bowler Shoaib Akhtar has said that Sarfaraz Ahmed shouldn't be captain of Pakistan in any format. ""Haris Sohail should be made the captain. He should captain the side in ODIs and T20Is. They should test Babar Azam as captain in Test cricket,"" he added. He further said Sarfaraz should be used only for his wicketkeeping and battings skills.",Hindustan Times,https://www.hindustantimes.com/cricket/shoiab-akhtar-wants-sarfaraz-ahmed-to-step-down-names-his-pick-as-new-pakistan-captain/story-tggFbjAf3oeUHzYc7nTccO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
33,"Jonty Rhodes applies for India's fielding coach, says he loves India","Ex-South African cricketer Jonty Rhodes has applied for Team India fielding coach position. ""My wife and I love the country, and it has already given us so much. We've two children born in India,"" the 49-year-old, who represented South Africa in 245 ODIs and 52 Tests, said. Rhodes spent nine seasons as Mumbai Indians fielding coach from 2009 to 2017.",CricTracker,https://www.crictracker.com/jonty-rhodes-in-race-for-indias-fielding-coach/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
34,"Imam-ul-Haq accused of having multiple affairs, chats leaked","Pakistan opener Imam-ul-Haq has been accused of having affairs with multiple women at the same time, with his WhatsApp chats with around four women being leaked on social media. The user who shared the screenshots of the chats, wrote, ""Imam was lying, dating, using and manipulating seven and many more women at the same time.""",CricTracker,https://www.crictracker.com/imam-ul-haq-in-metoo-controversy-as-a-twitter-user-exposes-his-chats-with-girls/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
35,"UAPA amendments 'anti-people', will give NIA policing power: TMC MP","TMC MP Mahua Moitra criticised the amendments to the Unlawful Activities (Prevention) Act (UAPA) on Wednesday, calling the amendment bill as ""anti-federalism, anti-constitutional and anti-people."" Moitra said the bill gives policing powers to National Investigation Agency (NIA), as it can go to any state and arrest, seize and search properties, without the knowledge of the state DGP.",The New Indian Express,http://www.newindianexpress.com/nation/2019/jul/24/opposition-raises-concerns-over-amendments-to-uapa-act-in-lok-sabha-2008710.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
36,"Navjot Singh Sidhu meets supporters, says not quitting Congress","Former Punjab minister Navjot Singh Sidhu on Tuesday met supporters at his residence and told them he would not leave the Congress. ""Sidhu saab told us he has dedicated himself to Amritsar and the people of Punjab and will work for them while staying within the party. There is no question of him leaving,"" said Jatinder Singh Bhatia, a councillor.",Hindustan Times,https://www.hindustantimes.com/india-news/sidhu-breaks-silence-says-won-t-quit-cong/story-cqbC55VsMhXYEMcKUvDK6N.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
37,"2 BJP MLAs vote in favour of MP govt, CM Nath invites them to dinner",BJP MLAs Narayan Tripathi and Sharad Kaul voted in favour of the Congress-led Madhya Pradesh government in the Assembly. The Congress reportedly moved them to an undisclosed location after it and invited them for dinner with CM Kamal Nath. This comes after BJP MLA Gopal Bhargava said the Congress government won't last 24 hours if BJP's top leadership ordered so.,The Financial Express,https://www.financialexpress.com/india-news/madhya-pradesh-2-bjp-mlas-vote-in-favour-of-congress-government-kamal-nath-invites-them-for-dinner/1655262/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
38,I pray top-most Cong leader is jailed for 10 months under UAPA: Owaisi,"AIMIM chief Asaduddin Owaisi on Wednesday said in Parliament that he wishes and prays that a top-most Congress leader ""goes under UAPA and spends at least 10 months"" in jail so that the Congress can realise his pain. Owaisi said this during debate on Unlawful Activities (Prevention) Amendment Bill, blaming Congress for bringing the law when it was in power.",Twitter,https://twitter.com/asadowaisi/status/1154002435276496901?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
39,Please be decent: Irani to BJP MP on sexual crimes against kids debate,"Union Minister Smriti Irani asked her own party's MP Harnath Singh Yadav to be decent during a Parliament debate on sexual crimes against children on Wednesday. ""I'd heard of 'popcorn' but never 'porn',"" Yadav said while recalling a friend who talked about pornography. ""There are women here and this discussion is being viewed by the entire country,"" Irani said.",YouTube,https://youtu.be/Zh7VS9qZk_A?t=614&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
41,PM Modi congratulates Boris Johnson on becoming UK's new PM,"Prime Minister Narendra Modi on Wednesday congratulated Boris Johnson on assuming office as the UK's Prime Minister. ""I wish you success and look forward to working with you to further strengthen India-UK partnership in all spheres,"" PM Modi tweeted. Johnson took over as the UK's Prime Minister following his official appointment by the Queen.",Twitter,https://twitter.com/narendramodi/status/1154039210606616576?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
42,Rajya Sabha passes POCSO amendment bill with death penalty provision,The Rajya Sabha on Wednesday passed a bill making amendments to the Protection of Children from Sexual Offences (POCSO) Act by including death penalty for aggravated sexual assault on children. The bill also provides for fines and imprisonment to curb child pornography. Union Minister for Women and Child Development Smriti Irani had introduced the bill in the Rajya Sabha.,PTI,http://www.ptinews.com/news/10731791_Rajya-Sabha-passes-POCSO-amendment-bill.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
43,India to build buffer stock of 4 million tonnes of sugar,"The government said it will spend up to ₹1,674 crore to build a buffer stock of four million tonnes of sugar, for countering domestic surplus sugar. The stock will be created beginning August 1, for one year. A record sugar production this season had put pressure on prices, making it difficult for sugar mills to pay farmers.",Reuters,https://in.reuters.com/article/india-sugar/india-to-build-buffer-stock-of-four-million-tonnes-of-sugar-idINKCN1UJ12A?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
44,"Bale scores, misses a penalty as Real Madrid beat Arsenal",Real Madrid's Welsh winger Gareth Bale scored in 56th minute before missing his spot-kick in shootout as his team beat Arsenal 3-2 on penalties in International Champions Cup on Tuesday. Arsenal were leading in the first-half before Bale and Marco Asensio levelled the score for Madrid in the second half. Both the teams played with 10 men after first-half reds.,The Guardian,https://www.theguardian.com/football/live/2019/jul/23/real-madrid-v-arsenal-international-champions-cup-live?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
45,Tottenham manager compares Son Heung-Min to David Beckham,"Tottenham Hotspur manager Mauricio Pochettino praised South Korean forward Son Heung-Min and said he compares Son to former Manchester United captain David Beckham. ""We can see how people love Sonny in Asia, he is an icon,"" Pochettino added. The 27-year-old has scored 42 goals and registered 19 assists in 130 Premier League matches so far for Tottenham Hotspur.",Daily Mail,https://www.dailymail.co.uk/sport/football/article-7280203/Son-Heung-Min-plays-popularity-Tottenhams-Asia-tour.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
46,E-cigarette lobby calls for regulations instead of blanket ban,"An e-cigarette lobby group called Trade Representatives of ENDS (TRENDS) has asked the Indian government to propose regulations on e-cigarettes instead of a blanket ban. ""Banning e-cigarettes while more harmful beedis and cigarettes are allowed...is contradictory,"" TRENDS convenor Praveen Rikhy said. The group recommended regulations like statutory warnings, taxes on products, among others.",Inc42,https://inc42.com/buzz/ecigarette-lobby-trends-calls-for-regulations-instead-of-blanket-ban/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
49,"Heavy rain alert in Punjab, govt issues notice to authorities","The Punjab government on Wednesday issued a notice to the District Magistrates asking them to stay prepared for heavy rains during the next three days. IMD Chandigarh has predicted heavy to very heavy rainfall at few places with extremely heavy rainfall at isolated places during the next two days. Extremely heavy rainfall is predicted in Hoshiarpur, Kapurthala, Jalandhar and Nawanshahr.",ANI,https://www.aninews.in/news/national/general-news/heavy-rainfall-alert-in-punjab-govt-issues-notice-to-authorities20190724185739/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
50,FM rejects demand to remove new 10% import duty on newsprint,"Rejecting demands for removing 10% import duty on newsprint, Finance Minister Nirmala Sitharaman said it was intended to provide a level playing field to domestic manufacturers. She said despite their capacity, Indian producers can't find buyers as most of the newsprint is imported. Centre had imposed duty on newsprint, uncoated paper used for newspapers and lightweight coated paper for magazines.",The Financial Express,https://www.financialexpress.com/economy/fm-rules-out-rollback-of-duty-on-newsprint-says-move-to-give-domestic-industry-level-playing-field/1654048/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
51,Forgot how stressful breastfeeding can be: Sameera Reddy,"Actress Sameera Reddy has shared a picture of herself with her newborn daughter 11 days after her delivery. She wrote, ""Happiness galore with no sleep, colic and feeding round the clock! I think I forgot how stressful breastfeeding can be!!"" ""The pressure is quite real and the whole top feed balance after a C-sec is hectic!"" she added.",Instagram,https://www.instagram.com/p/B0QFRw2HJfK/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
52,Almost dropped my phone: Singer Rihanna on pic of her lookalike,"Singer Rihanna has shared a picture of a young girl on Instagram and pointed out the resemblance between them. She wrote in the caption, ""Almost [dropped] my phone. How?"" Reacting to the photo, users wrote comments like ""I thought Rihanna used the baby filter"" and ""They say we all have a twin somewhere! You just found yours"".",Pinkvilla,https://www.pinkvilla.com/entertainment/hollywood/rihanna-cannot-believe-there-mini-doppelganger-singer-priyanka-chopra-stunned-well-463690?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
53,"No one has ever proposed to me for marriage, I feel sad: Salman Khan","Salman Khan revealed in an interview that no one has ever proposed to him for marriage. ""I don't do candlelight dinners. I can't see what I'm eating in candlelight. But I feel sad that I haven't been approached yet,"" the 53-year-old actor said. Salman had earlier said that he doesn't believe in marriage and had called it a ""dying institution"".",Hindustan Times,https://www.hindustantimes.com/bollywood/salman-khan-says-no-woman-has-ever-proposed-marriage-to-him-i-feel-sad-i-haven-t-been-approached/story-8wOOxz0UylsSJRlARi95SM.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
54,Sadhguru criticised for calling sprinter Hima Das 'golden shower',"Sadhguru Jaggi Vasudev has been criticised on Twitter for calling sprinter Hima Das 'a golden shower for India' while congratulating her for winning multiple gold medals in Europe. ""Someone please tell him what golden shower means,"" a user wrote. Notably, golden shower is a slang for the practice of urinating on another person for sexual pleasure.",Twitter,https://twitter.com/SadhguruJV/status/1151783233777889280?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
55,"US fines FB $5bn, Zuckerberg to lose sole control on privacy decisions","Facebook will pay a record $5 billion fine to settle a government probe into its privacy practices, the US Federal Trade Commission (FTC) said today. Under the settlement, Facebook's board will create an independent privacy committee that removes ""unfettered control by CEO Mark Zuckerberg over decisions affecting user privacy"". The investigation relates to Cambridge Analytica scandal and other privacy breaches.",Reuters,https://www.reuters.com/article/us-facebook-ftc/facebook-to-pay-record-5-billion-u-s-fine-over-privacy-violations-but-critics-call-it-a-bargain-idUSKCN1UJ1L9?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
56,A man ejaculated at my shorts in crowded bus when I was 13: O'Brien,"TMC MP Derek O'Brien, while speaking in Parliament on the Protection of Children from Sexual Offences (Amendment) Bill, opened up about being sexually molested in a crowded bus as a 13-year-old boy. ""After tennis practice, I was in short pants and t-shirt. It was reason enough for an unknown man to ejaculate at shorts of this boy,"" he stated.",Twitter,https://twitter.com/ANI/status/1154015840079089669?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
57,Jeweller receives stolen gold chains with apology note after 23 days,"A jeweller in Rajasthan's Alwar on July 18 received a courier with two stolen chains and an apology note, 23 days after they were stolen. The jeweller had told police that three people came to his shop to buy a silver chhatra, paid ₹5,600, and slipped away with gold chains. The note's writer said the chains were taken by mistake.",Hindustan Times,https://www.hindustantimes.com/it-s-viral/alwar-jeweller-receives-stolen-gold-chains-with-apology-note-cops-doubtful/story-vodtVhRWWEi9dq5JWqEpNI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
58,TMC leaders meet PM asking him to change West Bengal's name to Bangla,A 12-member TMC parliamentary delegation on Wednesday met Prime Minister Narendra Modi to request him to bring a Constitutional amendment bill to change the name of West Bengal to 'Bangla' in the ongoing monsoon session of Parliament. They informed the Prime Minister that the West Bengal Assembly had passed the bill for changing the name of the state last year.,ANI,https://www.aninews.in/news/national/general-news/tmc-delegation-meets-pm-requests-for-name-change-of-west-bengal20190724175808/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
60,28-year-old engineer shot dead 100 metres away from home in Lucknow,"A 28-year-old bike-borne software engineer was shot dead barely 100 metres away from his house in Uttar Pradesh's Lucknow on Tuesday night. Two assailants, who were also on a motorcycle, chased the victim and shot him from behind. ""The victim's family members have not spoken of any motive but our initial probe hints at personal enmity,"" police said.",Hindustan Times,https://www.hindustantimes.com/india-news/lucknow-techie-28-shot-dead-100-metres-from-home-cops-look-for-2-bikers/story-QGwsV5LLnM5PkpDZdvGwcI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
